tags,location,timestamp
"['Neglected Monuments', 'Cracked Pavement', 'Illegal Dumping']","{'latitude': 43.7214894, 'longitude': 10.4140557}",2025-01-26 14:42:41+00:00
['Neglected Monuments'],"{'latitude': 43.7195897, 'longitude': 10.3999125}",2024-12-16 21:24:32+00:00
['Litter'],"{'latitude': 43.7227653, 'longitude': 10.3917425}",2025-01-17 08:58:59+00:00
"['Blocked Drainage', 'Unsafe Bridge', 'Overgrown Vegetation']","{'latitude': 43.7114986, 'longitude': 10.4061426}",2024-12-07 20:46:39+00:00
['Litter'],"{'latitude': 43.720375, 'longitude': 10.3882175}",2024-12-26 09:02:30+00:00
['Animal Menace'],"{'latitude': 43.7318429, 'longitude': 10.4060186}",2024-12-14 08:09:36+00:00
['Litter'],"{'latitude': 43.731845, 'longitude': 10.4060441}",2025-02-08 12:43:04+00:00
['Litter'],"{'latitude': 43.7318434, 'longitude': 10.4059869}",2024-11-23 21:28:53+00:00
"['Overgrown Vegetation', 'Vandalism', 'Water Pollution']","{'latitude': 43.7118649, 'longitude': 10.4076353}",2025-02-03 15:45:52+00:00
['Graffiti'],"{'latitude': 43.727068, 'longitude': 10.3927808}",2024-11-16 08:49:34+00:00
"['Neglected Monuments', 'Vandalism', 'Cracked Pavement']","{'latitude': 43.7161933, 'longitude': 10.404104}",2024-12-04 18:55:00+00:00
['Graffiti'],"{'latitude': 43.7196167, 'longitude': 10.4001356}",2024-12-21 09:10:58+00:00
['Cracked Pavement'],"{'latitude': 43.7224748, 'longitude': 10.3977871}",2025-01-13 19:28:14+00:00
['Cracked Pavement'],"{'latitude': 43.7223825, 'longitude': 10.3961468}",2025-01-28 15:26:50+00:00
['Neglected Monuments'],"{'latitude': 43.7247943, 'longitude': 10.3917277}",2024-11-16 22:53:59+00:00
"['Neglected Monuments', 'Air Pollution']","{'latitude': 43.7158369, 'longitude': 10.4016921}",2024-12-24 12:27:16+00:00
['Cracked Pavement'],"{'latitude': 43.7224915, 'longitude': 10.3950606}",2024-11-01 13:25:43+00:00
['Overgrown Vegetation'],"{'latitude': 43.7114989, 'longitude': 10.4071883}",2024-10-19 15:52:28+00:00
['Cracked Pavement'],"{'latitude': 43.7242017, 'longitude': 10.3917277}",2025-01-14 15:18:59+00:00
['Graffiti'],"{'latitude': 43.73161, 'longitude': 10.4075634}",2024-10-06 21:39:03+00:00
"['Damaged Bench', 'Broken Streetlight', 'Overgrown Vegetation']","{'latitude': 43.7212084, 'longitude': 10.4141084}",2025-01-09 08:53:14+00:00
"['Litter', 'Cracked Pavement', 'Vandalism', 'Open Manholes', 'Dead Animals']","{'latitude': 43.8883473, 'longitude': 10.2448432}",2024-12-28 22:53:08+00:00
"['Graffiti', 'Litter', 'Illegal Dumping']","{'latitude': 43.727068, 'longitude': 10.3927808}",2025-01-18 12:47:55+00:00
"['Overgrown Vegetation', 'Vandalism', 'Blocked Drainage']","{'latitude': 43.716659, 'longitude': 10.4090697}",2024-11-06 14:51:56+00:00
"['Graffiti', 'Faded Paint']","{'latitude': 43.7137223, 'longitude': 10.4026103}",2024-10-08 19:33:43+00:00
['Graffiti'],"{'latitude': 43.7200658, 'longitude': 10.3972867}",2024-10-12 13:51:33+00:00
"['Damaged Bench', 'Overgrown Vegetation']","{'latitude': 43.7212084, 'longitude': 10.4141084}",2025-01-13 13:01:21+00:00
['Faded Paint'],"{'latitude': 43.7199059, 'longitude': 10.3981657}",2024-12-17 15:49:55+00:00
"['Graffiti', 'Illegal Dumping']","{'latitude': 43.7230834, 'longitude': 10.4142621}",2025-01-23 15:34:15+00:00
['Vandalism'],"{'latitude': 43.7250631, 'longitude': 10.3903871}",2025-02-05 15:14:00+00:00
['Faded Paint'],"{'latitude': 43.720375, 'longitude': 10.3882175}",2025-01-28 21:48:29+00:00
"['Overgrown Vegetation', 'Pothole', 'Litter']","{'latitude': 43.7230834, 'longitude': 10.4142621}",2025-01-16 18:12:10+00:00
"['Overgrown Vegetation', 'Cracked Pavement', 'Damaged Bench']","{'latitude': 43.7230834, 'longitude': 10.4142621}",2024-12-30 18:53:54+00:00
['Graffiti'],"{'latitude': 43.7214863, 'longitude': 10.3881794}",2024-10-27 22:58:12+00:00
['Litter'],"{'latitude': 43.725873, 'longitude': 10.3911084}",2024-12-20 14:10:46+00:00
['Faded Paint'],"{'latitude': 43.7196235, 'longitude': 10.3995101}",2025-02-08 11:38:58+00:00
['Cracked Pavement'],"{'latitude': 43.7228187, 'longitude': 10.3894741}",2025-01-06 14:01:51+00:00
['Cracked Pavement'],"{'latitude': 43.722358, 'longitude': 10.3964001}",2024-12-06 16:06:37+00:00
['Overgrown Vegetation'],"{'latitude': 43.727068, 'longitude': 10.3927808}",2024-11-09 09:44:21+00:00
['Graffiti'],"{'latitude': 43.72183, 'longitude': 10.3881685}",2024-12-31 11:53:08+00:00
"['Graffiti', 'Faded Paint']","{'latitude': 43.724443, 'longitude': 10.4096854}",2025-02-05 17:21:58+00:00
['Cracked Pavement'],"{'latitude': 43.7197744, 'longitude': 10.4002316}",2025-01-20 16:46:20+00:00
['Pothole'],"{'latitude': 43.7206964, 'longitude': 10.3847074}",2025-01-27 07:32:19+00:00
['Faded Paint'],"{'latitude': 43.7137223, 'longitude': 10.4026103}",2024-10-18 21:22:24+00:00
['Unsafe Building'],"{'latitude': 43.7238073, 'longitude': 10.4022266}",2024-12-20 12:58:20+00:00
['Litter'],"{'latitude': 43.7226813, 'longitude': 10.3943201}",2024-10-19 16:46:49+00:00
['Cracked Pavement'],"{'latitude': 43.7281056, 'longitude': 10.400855}",2024-11-10 15:55:40+00:00
['Cracked Pavement'],"{'latitude': 43.7264433, 'longitude': 10.3931319}",2024-11-05 17:31:17+00:00
"['Vandalism', 'Graffiti']","{'latitude': 43.7195409, 'longitude': 10.4135342}",2024-11-03 23:49:40+00:00
"['Neglected Monuments', 'Unsafe Building', 'Vandalism']","{'latitude': 43.714925, 'longitude': 10.4063398}",2024-11-04 09:03:31+00:00
"['Neglected Monuments', 'Unsafe Building', 'Litter']","{'latitude': 43.7205377, 'longitude': 10.4026103}",2025-01-17 22:07:13+00:00
['Neglected Monuments'],"{'latitude': 43.718888, 'longitude': 10.407937}",2025-02-05 10:27:05+00:00
['Cracked Pavement'],"{'latitude': 43.7318511, 'longitude': 10.4059359}",2024-12-07 16:49:30+00:00
"['Overgrown Vegetation', 'Dead Animals', 'Illegal Dumping']","{'latitude': 43.7114451, 'longitude': 10.4066152}",2025-01-29 08:14:01+00:00
['Dead Animals'],"{'latitude': 43.7318454, 'longitude': 10.4059775}",2024-11-05 10:55:50+00:00
"['Overgrown Vegetation', 'Vandalism', 'Unsafe Building']","{'latitude': 43.7137257, 'longitude': 10.4022096}",2024-12-10 20:48:14+00:00
['Air Pollution'],"{'latitude': 43.7163849, 'longitude': 10.3714598}",2025-01-23 12:26:12+00:00
"['Unsafe Building', 'Graffiti', 'Faded Paint']","{'latitude': 43.7207587, 'longitude': 10.4154689}",2024-10-06 11:20:55+00:00
['Litter'],"{'latitude': 43.7164, 'longitude': 10.3715343}",2024-12-04 20:26:20+00:00
['Graffiti'],"{'latitude': 43.7218735, 'longitude': 10.404218}",2024-11-15 21:47:38+00:00
"['Overgrown Vegetation', 'Dead Animals', 'Animal Menace']","{'latitude': 43.7140936, 'longitude': 10.4014626}",2024-12-13 20:32:47+00:00
['Neglected Monuments'],"{'latitude': 43.7206964, 'longitude': 10.3847074}",2024-10-29 07:46:28+00:00
"['Unsafe Building', 'Neglected Monuments']","{'latitude': 43.7205775, 'longitude': 10.4146245}",2024-10-03 23:47:19+00:00
"['Cracked Pavement', 'Graffiti']","{'latitude': 43.7295277, 'longitude': 10.4065391}",2024-12-26 07:30:47+00:00
"['Cracked Pavement', 'Vandalism', 'Neglected Monuments']","{'latitude': 43.720718, 'longitude': 10.4103342}",2024-12-20 09:34:07+00:00
['Graffiti'],"{'latitude': 43.72007, 'longitude': 10.3973472}",2024-11-21 15:41:17+00:00
['Overgrown Vegetation'],"{'latitude': 43.727068, 'longitude': 10.3927808}",2024-11-16 23:09:47+00:00
"['Litter', 'Open Manholes', 'Animal Menace', 'Faded Paint']","{'latitude': 43.7240153, 'longitude': 10.39191}",2024-11-29 08:12:26+00:00
['Pothole'],"{'latitude': 43.7219451, 'longitude': 10.3894261}",2025-02-06 16:32:20+00:00
"['Cracked Pavement', 'Damaged Bench']","{'latitude': 43.7257112, 'longitude': 10.3914589}",2024-11-08 14:45:26+00:00
"['Overgrown Vegetation', 'Unsafe Building']","{'latitude': 43.7228167, 'longitude': 10.4141434}",2024-11-01 11:00:43+00:00
"['Damaged Bench', 'Vandalism', 'Graffiti']","{'latitude': 43.7245306, 'longitude': 10.4084249}",2024-10-30 13:19:57+00:00
['Vandalism'],"{'latitude': 43.7318443, 'longitude': 10.4060326}",2024-10-29 21:34:49+00:00
['Overgrown Vegetation'],"{'latitude': 43.7192991, 'longitude': 10.4124623}",2024-12-11 16:55:26+00:00
['Neglected Monuments'],"{'latitude': 43.7205088, 'longitude': 10.4096428}",2024-12-21 22:13:42+00:00
['Cracked Pavement'],"{'latitude': 43.7281056, 'longitude': 10.400855}",2025-01-19 18:46:08+00:00
['Litter'],"{'latitude': 43.7318494, 'longitude': 10.4059563}",2025-02-08 14:16:55+00:00
"['Neglected Monuments', 'Vandalism']","{'latitude': 43.7294517, 'longitude': 10.4065965}",2024-12-02 12:18:56+00:00
"['Illegal Dumping', 'Overgrown Vegetation', 'Neglected Monuments']","{'latitude': 43.7167416, 'longitude': 10.409149}",2024-12-28 16:13:56+00:00
"['Cracked Pavement', 'Vandalism', 'Graffiti', 'Faded Paint']","{'latitude': 43.7194788, 'longitude': 10.4138096}",2025-01-23 22:18:32+00:00
"['Neglected Monuments', 'Water Pollution', 'Air Pollution']","{'latitude': 43.7170471, 'longitude': 10.4039652}",2024-10-02 11:33:44+00:00
['Litter'],"{'latitude': 43.723005, 'longitude': 10.3900078}",2025-01-04 15:22:23+00:00
"['Neglected Monuments', 'Cracked Pavement', 'Pothole', 'Litter']","{'latitude': 43.7169521, 'longitude': 10.4088561}",2024-12-19 11:04:27+00:00
['Neglected Monuments'],"{'latitude': 43.7122941, 'longitude': 10.4022977}",2025-01-24 11:59:31+00:00
['Overgrown Vegetation'],"{'latitude': 43.7145046, 'longitude': 10.4016169}",2024-10-23 21:25:23+00:00
"['Graffiti', 'Vandalism', 'Abandoned Vehicle']","{'latitude': 43.7114982, 'longitude': 10.4061437}",2024-11-01 17:34:40+00:00
['Cracked Pavement'],"{'latitude': 43.7318937, 'longitude': 10.4059068}",2024-10-06 23:54:08+00:00
['Vandalism'],"{'latitude': 43.7318473, 'longitude': 10.406004}",2025-02-04 15:13:50+00:00
['Graffiti'],"{'latitude': 43.7198921, 'longitude': 10.3979779}",2025-01-08 15:23:15+00:00
"['Neglected Monuments', 'Overgrown Vegetation', 'Litter', 'Pothole', 'Blocked Drainage']","{'latitude': 43.7113501, 'longitude': 10.4066224}",2024-10-13 10:20:27+00:00
"['Overgrown Vegetation', 'Blocked Drainage', 'Unsafe Building']","{'latitude': 43.7165774, 'longitude': 10.4089544}",2024-12-12 09:53:57+00:00
['Litter'],"{'latitude': 43.7318444, 'longitude': 10.406044}",2024-10-05 13:07:02+00:00
"['Neglected Monuments', 'Cracked Pavement', 'Litter']","{'latitude': 43.7135321, 'longitude': 10.404532}",2024-11-17 20:36:25+00:00
['Graffiti'],"{'latitude': 43.7215624, 'longitude': 10.3881245}",2025-01-10 09:04:32+00:00
"['Animal Menace', 'Dead Animals', 'Graffiti', 'Litter']","{'latitude': 43.711756, 'longitude': 10.4073656}",2024-10-16 23:00:02+00:00
"['Graffiti', 'Cracked Pavement']","{'latitude': 43.7149254, 'longitude': 10.4063396}",2025-01-07 13:39:56+00:00
"['Graffiti', 'Vandalism']","{'latitude': 43.7137223, 'longitude': 10.4026103}",2025-02-05 23:36:05+00:00
"['Dead Animals', 'Neglected Monuments']","{'latitude': 43.7245272, 'longitude': 10.4084249}",2025-01-26 10:52:37+00:00
['Vandalism'],"{'latitude': 43.7319557, 'longitude': 10.4058304}",2024-12-10 07:48:17+00:00
['Litter'],"{'latitude': 43.7319071, 'longitude': 10.405996}",2025-01-17 12:56:06+00:00
"['Graffiti', 'Vandalism']","{'latitude': 43.7272347, 'longitude': 10.4046216}",2024-12-26 08:32:32+00:00
"['Neglected Monuments', 'Cracked Pavement', 'Damaged Bench', 'Unsafe Building']","{'latitude': 43.7180417, 'longitude': 10.405249}",2024-12-06 16:23:31+00:00
"['Overgrown Vegetation', 'Pothole']","{'latitude': 43.7214917, 'longitude': 10.4140547}",2024-11-26 11:54:21+00:00
"['Pothole', 'Cracked Pavement']","{'latitude': 43.7225218, 'longitude': 10.3950567}",2025-02-02 18:01:40+00:00
"['Graffiti', 'Faded Paint']","{'latitude': 43.7162079, 'longitude': 10.4041181}",2024-10-01 16:58:56+00:00
"['Pothole', 'Cracked Pavement', 'Vandalism', 'Overgrown Vegetation']","{'latitude': 43.7199149, 'longitude': 10.4036669}",2025-01-24 11:28:00+00:00
"['Graffiti', 'Faded Paint', 'Litter', 'Cracked Pavement', 'Vandalism']","{'latitude': 43.7137257, 'longitude': 10.4022096}",2024-12-03 21:29:46+00:00
['Neglected Monuments'],"{'latitude': 43.7212569, 'longitude': 10.3850584}",2024-11-06 19:50:23+00:00
['Animal Menace'],"{'latitude': 43.7241439, 'longitude': 10.3918215}",2025-02-01 08:47:50+00:00
['Abandoned Vehicle'],"{'latitude': 43.7238147, 'longitude': 10.3978816}",2025-01-24 20:25:05+00:00
['Graffiti'],"{'latitude': 43.7306232, 'longitude': 10.4070818}",2024-11-04 17:32:25+00:00
['Cracked Pavement'],"{'latitude': 43.7248264, 'longitude': 10.3913767}",2024-10-20 19:14:16+00:00
['Cracked Pavement'],"{'latitude': 43.727068, 'longitude': 10.3927808}",2024-10-16 23:18:40+00:00
"['Graffiti', 'Damaged Bench', 'Illegal Dumping']","{'latitude': 43.7137257, 'longitude': 10.40221}",2024-10-11 17:15:14+00:00
"['Pothole', 'Overgrown Vegetation']","{'latitude': 43.7297606, 'longitude': 10.4067368}",2025-01-03 11:30:27+00:00
"['Vandalism', 'Graffiti', 'Faded Paint']","{'latitude': 43.722876, 'longitude': 10.414308}",2025-01-01 22:20:36+00:00
['Broken Streetlight'],"{'latitude': 43.7256785, 'longitude': 10.3908761}",2024-10-13 20:05:43+00:00
"['Litter', 'Faded Paint', 'Pothole', 'Dead Animals']","{'latitude': 43.7168263, 'longitude': 10.4091517}",2024-12-15 22:07:36+00:00
"['Unsafe Building', 'Graffiti', 'Faded Paint']","{'latitude': 43.7219218, 'longitude': 10.4138659}",2024-11-19 22:13:22+00:00
['Neglected Monuments'],"{'latitude': 43.7161574, 'longitude': 10.4019082}",2024-12-09 22:02:45+00:00
"['Overgrown Vegetation', 'Unsafe Bridge']","{'latitude': 43.7212888, 'longitude': 10.4130866}",2024-11-14 09:35:24+00:00
['Vandalism'],"{'latitude': 43.7242017, 'longitude': 10.3917277}",2024-11-16 15:15:59+00:00
['Neglected Monuments'],"{'latitude': 43.7242017, 'longitude': 10.3917277}",2024-12-26 11:51:11+00:00
['Cracked Pavement'],"{'latitude': 43.731851, 'longitude': 10.4058939}",2024-12-11 08:11:20+00:00
['Graffiti'],"{'latitude': 43.7206964, 'longitude': 10.3847074}",2025-01-14 20:25:41+00:00
[],"{'latitude': 43.7319115, 'longitude': 10.4059205}",2025-01-31 13:19:28+00:00
['Cracked Pavement'],"{'latitude': 43.7211997, 'longitude': 10.3971438}",2025-01-24 21:10:07+00:00
['Litter'],"{'latitude': 43.7333735, 'longitude': 10.4015571}",2024-12-02 11:49:39+00:00
['Faded Paint'],"{'latitude': 43.7137229, 'longitude': 10.4025414}",2024-10-06 21:52:36+00:00
['Litter'],"{'latitude': 43.7318467, 'longitude': 10.4059564}",2025-01-08 07:19:12+00:00
"['Graffiti', 'Overgrown Vegetation']","{'latitude': 43.7193518, 'longitude': 10.4187611}",2024-12-29 23:38:07+00:00
"['Neglected Monuments', 'Unsafe Building', 'Cracked Pavement']","{'latitude': 43.7182663, 'longitude': 10.4031046}",2025-01-20 10:00:22+00:00
['Graffiti'],"{'latitude': 43.7218001, 'longitude': 10.3881572}",2024-12-14 12:22:27+00:00
['Overgrown Vegetation'],"{'latitude': 43.7229949, 'longitude': 10.3899522}",2024-11-29 20:47:07+00:00
['Dead Animals'],"{'latitude': 43.7242017, 'longitude': 10.3917277}",2024-11-02 18:49:07+00:00
['Cracked Pavement'],"{'latitude': 43.7224215, 'longitude': 10.3969367}",2025-01-30 07:16:22+00:00
['Vandalism'],"{'latitude': 43.723005, 'longitude': 10.3900078}",2025-01-27 21:47:47+00:00
['Cracked Pavement'],"{'latitude': 43.723005, 'longitude': 10.3900078}",2025-01-14 15:58:16+00:00
['Animal Menace'],"{'latitude': 43.7226783, 'longitude': 10.3975367}",2024-11-16 18:20:05+00:00
"['Vandalism', 'Graffiti', 'Faded Paint']","{'latitude': 43.7192986, 'longitude': 10.412461}",2025-02-04 14:18:14+00:00
['Litter'],"{'latitude': 43.7318549, 'longitude': 10.4058702}",2024-11-29 08:17:59+00:00
"['Overgrown Vegetation', 'Damaged Bench', 'Vandalism']","{'latitude': 43.7194747, 'longitude': 10.4141964}",2024-10-20 23:11:16+00:00
"['Overgrown Vegetation', 'Unsafe Bridge']","{'latitude': 43.7212888, 'longitude': 10.4130866}",2025-01-03 08:49:56+00:00
"['Graffiti', 'Faded Paint']","{'latitude': 43.7137028, 'longitude': 10.4025983}",2024-12-23 23:30:59+00:00
['Graffiti'],"{'latitude': 43.720195, 'longitude': 10.3971896}",2024-11-24 09:03:03+00:00
['Cracked Pavement'],"{'latitude': 43.7212689, 'longitude': 10.3909596}",2024-10-14 09:32:34+00:00
"['Graffiti', 'Faded Paint']","{'latitude': 43.724443, 'longitude': 10.4096854}",2025-01-26 20:13:47+00:00
['Blocked Drainage'],"{'latitude': 43.7218878, 'longitude': 10.3919021}",2024-11-27 13:28:32+00:00
['Graffiti'],"{'latitude': 43.7319891, 'longitude': 10.4058091}",2024-11-20 19:00:00+00:00
['Dead Animals'],"{'latitude': 43.73185, 'longitude': 10.4059573}",2024-10-05 17:55:35+00:00
"['Graffiti', 'Unsafe Building']","{'latitude': 43.7248411, 'longitude': 10.4049888}",2024-10-22 13:31:46+00:00
"['Illegal Dumping', 'Water Pollution', 'Graffiti', 'Faded Paint']","{'latitude': 43.7135869, 'longitude': 10.400855}",2024-10-30 20:06:58+00:00
['Blocked Drainage'],"{'latitude': 43.7228481, 'longitude': 10.3926366}",2025-02-06 15:39:34+00:00
['Neglected Monuments'],"{'latitude': 43.7236482, 'longitude': 10.394536}",2024-10-26 14:54:17+00:00
['Vandalism'],"{'latitude': 43.7318477, 'longitude': 10.4059222}",2025-01-11 14:48:15+00:00
"['Overgrown Vegetation', 'Dead Animals']","{'latitude': 43.7240353, 'longitude': 10.4064722}",2024-10-04 09:08:42+00:00
"['Litter', 'Unsafe Bridge', 'Graffiti']","{'latitude': 43.7209372, 'longitude': 10.3884053}",2025-01-28 13:24:06+00:00
"['Blocked Drainage', 'Unsafe Bridge', 'Overgrown Vegetation', 'Neglected Monuments']","{'latitude': 43.7216454, 'longitude': 10.4131431}",2024-11-11 13:00:30+00:00
"['Overgrown Vegetation', 'Unsafe Bridge']","{'latitude': 43.7212888, 'longitude': 10.4130866}",2024-12-20 07:25:53+00:00
['Faded Paint'],"{'latitude': 43.7242339, 'longitude': 10.3913767}",2025-02-08 12:10:58+00:00
['Pothole'],"{'latitude': 43.7228203, 'longitude': 10.3924801}",2024-10-22 21:06:58+00:00
['Cracked Pavement'],"{'latitude': 43.723005, 'longitude': 10.3900078}",2024-11-15 19:24:45+00:00
"['Litter', 'Water Pollution', 'Cracked Pavement', 'Overgrown Vegetation']","{'latitude': 43.7153863, 'longitude': 10.4060654}",2024-10-18 09:35:56+00:00
['Air Pollution'],"{'latitude': 43.7319419, 'longitude': 10.405899}",2024-11-04 16:47:14+00:00
['Damaged Bench'],"{'latitude': 43.7318475, 'longitude': 10.4060222}",2024-11-04 20:01:02+00:00
['Graffiti'],"{'latitude': 43.7242643, 'longitude': 10.4105029}",2024-10-20 20:58:33+00:00
"['Overgrown Vegetation', 'Neglected Monuments']","{'latitude': 43.7186458, 'longitude': 10.4083883}",2024-11-08 21:32:58+00:00
['Graffiti'],"{'latitude': 43.727068, 'longitude': 10.3927808}",2024-10-09 14:08:47+00:00
['Broken Streetlight'],"{'latitude': 43.727068, 'longitude': 10.3927808}",2024-10-22 11:04:57+00:00
['Water Pollution'],"{'latitude': 43.7210248, 'longitude': 10.3843564}",2025-02-04 22:37:42+00:00
